PLAYER_NAME,TEAM_ABBREVIATION,AGE,GP,MIN,PTS,REB,AST,STL,BLK,PIE,TS_PCT,NET_RATING,PER_APPROX,BPM_APPROX,VORP_APPROX,WIN_SHARES_APPROX,VALUE_SCORE,AGE_ADJ,VALUE_SCORE_ADJ,SALARY_M,CAP_PCT,SALARY_TIER,MARKET_VALUE_M,SURPLUS_VALUE_M,PLAY_STYLE,PLAY_STYLE_CN,OFFENSIVE_ROLE,DEFENSIVE_ROLE,POSITIONS,POSITION_FLEX,FIT_VERSATILITY_SCORE,CONTRACT_TYPE,CONTRACT_TYPE_CN,YEARS_REMAINING,CONTRACT_FLEXIBILITY,TRADE_RESTRICTIONS,TRADE_VALUE,TRADE_VALUE_TIER
Collin Sexton,CHI,27.0,44,22.7,14.4,2.0,3.7,0.8,0.2,0.116,0.6116207951070336,-0.6,14.58,0.24,0.57,2.47,56.4,0,56.4,19.17,12.53,MID_LEVEL,11.84,-7.33,ROLE_PLAYER,角色球員型,FLOOR_SPACER,LIMITED_DEFENDER,PG,1,26.4,MID_LEVEL,中產,2,65.0,NONE,32.5,ROTATION
Alex Caruso,OKC,31.0,35,18.6,6.4,2.7,2.1,1.4,0.4,0.095,0.5521048999309869,19.6,11.38,4.85,1.13,1.25,40.2,-2,38.2,18.1,11.83,MID_LEVEL,4.8,-13.3,ROLE_PLAYER,角色球員型,FINISHER,SOLID_DEFENDER,PG/SG,2,56.6,MID_LEVEL,中產,2,65.0,NONE,32.2,ROTATION
Al Horford,GSW,39.0,33,20.5,7.6,4.9,2.4,0.8,1.1,0.107,0.5536130536130536,0.4,13.7,-0.04,0.34,1.57,45.0,-5,40.0,5.68,3.71,ROLE_PLAYER,3.85,-1.83,ROLE_PLAYER,角色球員型,FINISHER,LIMITED_DEFENDER,SF/SG,2,48.1,ROLE_PLAYER,角色球員,2,75.0,NONE,32.2,ROTATION
Isaiah Jackson,LAC,24.0,39,16.5,6.4,5.4,0.8,0.7,0.7,0.095,0.6177606177606179,-6.2,13.34,-1.96,0.01,1.45,39.7,3,42.7,7.0,4.58,ROLE_PLAYER,6.18,-0.82,ROLE_PLAYER,角色球員型,FINISHER,LIMITED_DEFENDER,SF/SG,2,40.9,ROOKIE_EXT,新秀延長,4,50.0,ROOKIE_EXT_WAIT,32.0,ROTATION
Dru Smith,MIA,28.0,54,17.2,6.1,2.6,2.7,1.5,0.3,0.094,0.5347124824684432,-1.5,11.43,-1.75,0.06,1.8,31.4,0,31.4,2.38,1.56,MINIMUM_PLUS,3.35,0.97,ROLE_PLAYER,角色球員型,FINISHER,PERIMETER_STOPPER,PG,1,49.6,MINIMUM,底薪,1,95.0,NONE,32.0,ROTATION
Sam Merrill,CLE,29.0,30,25.4,13.0,2.2,2.3,0.6,0.1,0.08,0.6720430107526881,8.5,12.65,3.21,1.01,1.63,44.7,-2,42.7,8.48,5.54,ROLE_PLAYER,6.18,-2.3,THREE_AND_D,3D 球員型,FLOOR_SPACER,LIMITED_DEFENDER,PG/SG,2,42.0,ROLE_PLAYER,角色球員,2,75.0,NONE,31.6,ROTATION
AJ Green,MIL,26.0,47,30.0,10.6,2.7,2.0,0.5,0.1,0.06,0.6457115009746588,-0.8,11.42,-0.6,0.5,2.73,33.3,0,33.3,2.3,1.5,MINIMUM_PLUS,3.82,1.52,THREE_AND_D,3D 球員型,FLOOR_SPACER,LIMITED_DEFENDER,PG/SG,2,42.0,MINIMUM,底薪,1,95.0,NONE,31.5,ROTATION
Jarace Walker,IND,22.0,53,23.9,10.3,4.5,2.0,0.8,0.3,0.083,0.5296174413821473,-11.3,11.85,-5.0,-0.97,2.54,29.7,5,34.7,6.67,4.36,ROLE_PLAYER,4.18,-2.49,THREE_AND_D,3D 球員型,FLOOR_SPACER,LIMITED_DEFENDER,SF/SG,2,53.8,ROOKIE_EXT,新秀延長,4,50.0,ROOKIE_EXT_WAIT,31.2,ROTATION
CJ McCollum,ATL,34.0,50,30.1,18.8,3.4,3.5,0.8,0.4,0.1,0.570526826899733,-5.7,16.08,-0.92,0.41,4.1,55.2,-5,50.2,30.67,20.05,MAX,6.9,-23.77,ROLE_PLAYER,角色球員型,SECONDARY_SCORER,LIMITED_DEFENDER,PG,1,37.2,HIGH_VALUE,高薪,3,40.0,NONE,31.1,ROTATION
Darius Garland,LAC,26.0,26,30.5,18.0,2.4,6.9,0.8,0.1,0.103,0.5689001264222503,-3.0,17.81,-0.07,0.39,2.39,56.2,0,56.2,39.45,25.78,MAX,11.72,-27.73,SCORING_GUARD,得分後衛型,SECONDARY_SCORER,LIMITED_DEFENDER,PG,1,27.0,NEAR_MAX,準頂薪,3,15.0,DIFFICULT_TO_MATCH,31.0,ROTATION
Jeremiah Fears,NOP,19.0,55,25.5,13.2,3.6,3.0,1.3,0.3,0.084,0.5178907721280602,-9.1,13.91,-3.32,-0.47,3.3,37.7,5,42.7,7.52,4.92,ROLE_PLAYER,6.18,-1.34,ROLE_PLAYER,角色球員型,FINISHER,LIMITED_DEFENDER,PG,1,38.8,ROOKIE_EXT,新秀延長,4,50.0,ROOKIE_EXT_WAIT,30.9,ROTATION
Herbert Jones,NOP,27.0,32,28.6,8.9,3.6,2.7,1.6,0.5,0.054,0.4905202821869489,-1.9,12.45,-1.68,0.07,1.93,24.8,0,24.8,13.94,9.11,MID_LEVEL,2.48,-11.46,ROLE_PLAYER,角色球員型,FINISHER,PERIMETER_STOPPER,SF/SG,2,73.4,MID_LEVEL,中產,2,65.0,NONE,30.9,ROTATION
Bub Carrington,WAS,20.0,52,28.1,10.2,3.5,4.6,0.6,0.2,0.068,0.5416312659303313,-14.5,13.27,-5.74,-1.39,3.28,30.3,5,35.3,4.68,3.06,MINIMUM_PLUS,4.32,-0.36,THREE_AND_D,3D 球員型,SECONDARY_PLAYMAKER,LIMITED_DEFENDER,PG/SG,2,47.5,ROOKIE_SCALE,新秀合約,3,75.0,NONE,30.7,ROTATION
Micah Potter,IND,27.0,21,18.2,7.0,4.0,1.5,0.3,0.2,0.088,0.6245538900785154,-4.6,10.81,-2.71,-0.07,0.7,29.6,0,29.6,1.53,1.0,MINIMUM,2.96,1.43,STRETCH_BIG,空間型大個子,FLOOR_SPACER,LIMITED_DEFENDER,PF/SF,2,39.8,TWO_WAY,雙向合約,1,95.0,NONE,30.2,ROTATION
Jonathan Kuminga,ATL,23.0,20,23.8,12.1,5.9,2.5,0.4,0.3,0.099,0.5425035868005739,-2.1,14.42,-1.91,0.01,1.16,41.9,3,44.9,22.5,14.71,NEAR_MAX,6.72,-15.78,ROLE_PLAYER,角色球員型,FINISHER,LIMITED_DEFENDER,SF/SG,2,41.1,HIGH_VALUE,高薪,3,40.0,NONE,30.2,ROTATION
Vince Williams Jr.,UTA,25.0,36,21.1,7.7,3.8,4.4,0.8,0.4,0.085,0.4769573835480674,0.9,12.15,-2.18,-0.03,1.56,29.7,0,29.7,2.3,1.5,MINIMUM_PLUS,2.97,0.67,ROLE_PLAYER,角色球員型,SECONDARY_PLAYMAKER,LIMITED_DEFENDER,PG/SG,2,48.6,MINIMUM,底薪,1,95.0,NONE,30.2,ROTATION
Draymond Green,GSW,35.0,45,26.6,8.4,5.6,5.1,0.9,0.6,0.081,0.5365355135411345,0.0,16.19,-0.16,0.56,3.28,43.7,-5,38.7,25.89,16.92,NEAR_MAX,3.62,-22.27,ROLE_PLAYER,角色球員型,SECONDARY_PLAYMAKER,LIMITED_DEFENDER,PG/SG,2,50.8,HIGH_VALUE,高薪,3,40.0,NONE,29.7,ROTATION
Tre Johnson,WAS,19.0,39,25.1,12.9,2.7,2.2,0.6,0.3,0.079,0.5756872545519457,-6.4,12.13,-2.83,-0.21,2.01,31.9,5,36.9,8.24,5.39,ROLE_PLAYER,4.72,-3.52,THREE_AND_D,3D 球員型,FLOOR_SPACER,LIMITED_DEFENDER,PG/SG,2,46.8,ROOKIE_EXT,新秀延長,4,50.0,ROOKIE_EXT_WAIT,29.6,ROTATION
Duncan Robinson,DET,31.0,50,28.2,12.2,2.7,1.9,0.6,0.3,0.075,0.6090255591054313,9.1,11.81,2.31,1.54,2.82,41.4,-2,39.4,16.83,11.0,MID_LEVEL,5.08,-11.75,THREE_AND_D,3D 球員型,FLOOR_SPACER,LIMITED_DEFENDER,SF/SG,2,46.8,MID_LEVEL,中產,2,65.0,NONE,29.4,ROTATION
Derrick Jones Jr.,LAC,28.0,21,24.5,9.9,2.6,1.1,0.9,1.0,0.078,0.6607047517351842,-1.1,13.41,1.21,0.42,1.17,38.9,0,38.9,10.0,6.54,MID_LEVEL,5.22,-4.78,THREE_AND_D,3D 球員型,FLOOR_SPACER,LIMITED_DEFENDER,PG/SG,2,44.0,MID_LEVEL,中產,2,65.0,NONE,29.3,ROTATION
T.J. McConnell,IND,33.0,40,17.0,9.6,2.2,4.8,1.1,0.2,0.157,0.5663048607833883,-5.3,15.13,-2.03,-0.01,1.74,53.6,-5,48.6,10.2,6.67,MID_LEVEL,6.5,-3.7,ROLE_PLAYER,角色球員型,SECONDARY_PLAYMAKER,LIMITED_DEFENDER,PG,1,27.4,MID_LEVEL,中產,2,65.0,NONE,29.0,ROTATION
Quinten Post,GSW,25.0,54,17.1,7.6,3.8,1.4,0.4,0.5,0.088,0.5617977528089887,4.2,10.74,-0.7,0.3,1.68,29.9,0,29.9,1.94,1.27,MINIMUM,2.99,1.05,STRETCH_BIG,空間型大個子,FINISHER,LIMITED_DEFENDER,C/PF,2,41.1,TWO_WAY,雙向合約,1,95.0,NONE,28.8,ROTATION
Luke Kennard,LAL,29.0,48,20.7,7.9,2.1,2.1,0.7,0.1,0.09,0.7043509272467904,-0.4,12.09,0.5,0.63,2.03,41.5,-2,39.5,11.0,7.19,MID_LEVEL,5.38,-5.62,THREE_AND_D,3D 球員型,FLOOR_SPACER,LIMITED_DEFENDER,PG/SG,2,41.9,MID_LEVEL,中產,2,65.0,NONE,28.7,ROTATION
Davion Mitchell,MIA,27.0,45,28.9,9.0,2.5,7.1,1.1,0.1,0.083,0.5636272545090181,6.1,16.46,1.73,1.23,3.63,48.2,0,48.2,11.6,7.58,MID_LEVEL,7.55,-4.05,THREE_AND_D,3D 球員型,PRIMARY_PLAYMAKER,LIMITED_DEFENDER,PG,1,27.0,MID_LEVEL,中產,2,65.0,NONE,28.6,ROTATION
Jaylen Wells,MEM,22.0,51,26.9,12.0,3.5,1.7,0.8,0.1,0.064,0.5336179295624333,-3.7,11.04,-2.96,-0.33,2.57,23.9,5,28.9,1.96,1.28,MINIMUM,2.89,0.93,ROLE_PLAYER,角色球員型,FINISHER,LIMITED_DEFENDER,SF/SG,2,42.0,ROOKIE_SCALE,新秀合約,1,95.0,NONE,28.3,ROTATION
Will Richard,GSW,23.0,49,19.1,6.6,2.5,1.4,1.2,0.1,0.069,0.6115641215715345,1.0,10.71,-0.48,0.36,1.7,27.1,3,30.1,1.27,0.83,MINIMUM,3.03,1.76,ROLE_PLAYER,角色球員型,FINISHER,LIMITED_DEFENDER,PG,1,27.0,TWO_WAY,雙向合約,1,95.0,NONE,28.2,ROTATION
Adem Bona,PHI,22.0,44,16.2,4.1,3.9,0.2,0.3,1.3,0.06,0.62046004842615,0.2,10.91,-0.49,0.27,1.32,24.7,5,29.7,1.96,1.28,MINIMUM,2.97,1.01,STRETCH_BIG,空間型大個子,FLOOR_SPACER,LIMITED_DEFENDER,PF/SF,2,39.1,ROOKIE_SCALE,新秀合約,1,95.0,NONE,27.9,ROTATION
Rui Hachimura,LAL,28.0,42,29.8,12.1,3.5,0.9,0.5,0.3,0.074,0.6283755712505192,1.0,12.69,0.01,0.64,2.69,39.0,0,39.0,18.26,11.93,MID_LEVEL,5.25,-13.01,THREE_AND_D,3D 球員型,FLOOR_SPACER,LIMITED_DEFENDER,SF/SG,2,42.0,MID_LEVEL,中產,2,65.0,NONE,27.5,ROTATION
Trendon Watford,PHI,25.0,31,16.3,6.2,3.4,2.6,0.3,0.3,0.092,0.5831452219714071,-5.3,11.8,-3.57,-0.2,1.01,30.7,0,30.7,2.46,1.61,MINIMUM_PLUS,3.17,0.71,ROLE_PLAYER,角色球員型,FLOOR_SPACER,LIMITED_DEFENDER,SF/SG,2,39.8,MINIMUM,底薪,1,95.0,NONE,27.5,ROTATION
Bruce Brown,DEN,29.0,54,24.9,7.5,4.0,2.1,1.1,0.3,0.065,0.5387931034482759,-1.5,12.33,-1.92,0.03,2.81,28.2,-2,26.2,2.3,1.5,MINIMUM_PLUS,2.62,0.32,ROLE_PLAYER,角色球員型,FINISHER,LIMITED_DEFENDER,PG/SG,2,47.8,MINIMUM,底薪,1,95.0,NONE,27.3,ROTATION
Aaron Nesmith,IND,26.0,32,30.5,13.6,4.8,2.1,0.7,0.6,0.069,0.5317485142320926,-5.4,12.66,-2.31,-0.08,2.09,31.2,0,31.2,11.0,7.19,MID_LEVEL,3.3,-7.7,THREE_AND_D,3D 球員型,FLOOR_SPACER,LIMITED_DEFENDER,PG/SG,2,52.4,MID_LEVEL,中產,2,65.0,NONE,27.2,ROTATION
Sam Hauser,BOS,28.0,50,24.1,9.0,3.8,1.4,0.6,0.3,0.081,0.5853277835587929,6.2,10.76,0.58,0.79,2.2,33.7,0,33.7,10.04,6.56,MID_LEVEL,3.93,-6.11,THREE_AND_D,3D 球員型,FLOOR_SPACER,LIMITED_DEFENDER,SF/SG,2,47.1,MID_LEVEL,中產,2,65.0,NONE,27.1,ROTATION
Vít Krejčí,POR,25.0,50,22.3,8.9,2.0,1.5,0.8,0.3,0.066,0.6310266591038003,-1.0,10.76,-0.72,0.36,2.03,29.1,0,29.1,2.35,1.54,MINIMUM_PLUS,2.91,0.56,THREE_AND_D,3D 球員型,FLOOR_SPACER,LIMITED_DEFENDER,SF/SG,2,41.4,MINIMUM,底薪,1,95.0,NONE,27.0,ROTATION
Anfernee Simons,CHI,26.0,52,25.0,14.5,2.4,2.5,0.5,0.2,0.099,0.5839239690721649,4.3,12.37,0.5,0.83,2.72,47.2,0,47.2,27.68,18.09,NEAR_MAX,7.3,-20.38,ROLE_PLAYER,角色球員型,FLOOR_SPACER,LIMITED_DEFENDER,PG,1,28.5,HIGH_VALUE,高薪,3,40.0,NONE,26.7,ROTATION
Ziaire Williams,BKN,24.0,37,22.8,9.5,2.5,0.8,1.2,0.5,0.068,0.5706391158097068,-10.1,10.26,-3.74,-0.37,1.47,19.8,3,22.8,6.25,4.08,ROLE_PLAYER,2.28,-3.97,ROLE_PLAYER,角色球員型,FINISHER,VERSATILE_DEFENDER,PF/SF,2,61.9,ROOKIE_EXT,新秀延長,4,50.0,ROOKIE_EXT_WAIT,26.6,ROTATION
Landry Shamet,NYK,28.0,29,21.9,9.6,1.9,1.4,0.5,0.2,0.08,0.6150691952844696,5.4,9.87,0.34,0.38,1.06,28.2,0,28.2,2.3,1.5,MINIMUM_PLUS,2.82,0.52,THREE_AND_D,3D 球員型,FLOOR_SPACER,LIMITED_DEFENDER,PG/SG,2,40.8,MINIMUM,底薪,1,95.0,NONE,26.2,ROTATION
Ace Bailey,UTA,19.0,47,26.1,11.6,3.8,1.6,0.8,0.5,0.061,0.5301645338208409,-10.7,12.37,-4.56,-0.8,2.57,25.0,5,30.0,9.07,5.93,ROLE_PLAYER,3.0,-6.07,STRETCH_BIG,空間型大個子,FINISHER,LIMITED_DEFENDER,PF/SF,2,50.2,ROOKIE_EXT,新秀延長,4,50.0,ROOKIE_EXT_WAIT,26.0,ROTATION
Jamal Shead,TOR,23.0,54,22.2,6.9,1.9,5.4,1.0,0.2,0.081,0.4886685552407931,4.0,11.96,-1.26,0.23,2.43,29.2,3,32.2,1.96,1.28,MINIMUM,3.55,1.59,ROLE_PLAYER,角色球員型,SECONDARY_PLAYMAKER,LIMITED_DEFENDER,PG,1,25.8,ROOKIE_SCALE,新秀合約,1,95.0,NONE,25.9,ROTATION
Ryan Dunn,PHX,23.0,47,19.4,6.1,4.1,1.6,0.9,0.4,0.076,0.5291464260929909,3.1,11.22,-1.2,0.19,1.73,24.3,3,27.3,2.66,1.74,MINIMUM_PLUS,2.73,0.07,ROLE_PLAYER,角色球員型,FINISHER,LIMITED_DEFENDER,SF/SG,2,43.6,ROOKIE_SCALE,新秀合約,1,95.0,NONE,25.8,ROTATION
Hugo González,BOS,20.0,48,15.3,3.9,3.4,0.6,0.6,0.3,0.06,0.5453020134228188,16.8,8.9,1.91,0.73,1.11,18.7,5,23.7,2.78,1.82,MINIMUM_PLUS,2.37,-0.41,ROLE_PLAYER,角色球員型,FINISHER,SOLID_DEFENDER,PG/SG,2,51.4,ROOKIE_SCALE,新秀合約,3,75.0,NONE,25.8,ROTATION
Simone Fontecchio,MIA,30.0,52,17.4,8.6,3.3,1.6,0.5,0.2,0.09,0.5509994874423373,3.2,9.75,-1.42,0.13,1.49,27.5,-2,25.5,8.31,5.43,ROLE_PLAYER,2.55,-5.76,ROLE_PLAYER,角色球員型,FINISHER,SOLID_DEFENDER,SF/SG,2,55.5,ROLE_PLAYER,角色球員,2,75.0,NONE,25.5,ROTATION
Luguentz Dort,OKC,26.0,43,27.8,8.7,3.9,1.2,0.9,0.5,0.051,0.5402384500745157,9.4,10.72,1.31,1.01,2.17,25.5,0,25.5,18.22,11.91,MID_LEVEL,2.55,-15.67,ROLE_PLAYER,角色球員型,FINISHER,SOLID_DEFENDER,PG/SG,2,56.9,MID_LEVEL,中產,2,65.0,NONE,25.1,ROTATION
Zaccharie Risacher,ATL,20.0,41,24.3,10.7,3.5,1.3,0.9,0.5,0.064,0.5450285248573757,-0.8,11.92,-1.41,0.15,2.01,26.6,5,31.6,13.2,8.63,MID_LEVEL,3.4,-9.8,ROLE_PLAYER,角色球員型,FINISHER,LIMITED_DEFENDER,SF/SG,2,45.9,ROOKIE_EXT,新秀延長,4,40.0,ROOKIE_EXT_WAIT,24.9,TRADEABLE
Caris LeVert,DET,31.0,35,19.7,7.7,1.8,2.9,0.9,0.7,0.088,0.5344253192670739,3.1,11.37,-0.54,0.26,1.33,29.6,-2,27.6,14.1,9.22,MID_LEVEL,2.62,-11.48,ROLE_PLAYER,角色球員型,FINISHER,SOLID_DEFENDER,SF/SG,2,52.4,MID_LEVEL,中產,2,65.0,NONE,24.8,TRADEABLE
Jaden Ivey,CHI,23.0,36,17.8,8.5,2.4,1.8,0.6,0.4,0.091,0.5687901498929336,3.2,10.56,-0.76,0.2,1.15,29.8,3,32.8,10.11,6.61,MID_LEVEL,3.7,-6.41,THREE_AND_D,3D 球員型,FLOOR_SPACER,SOLID_DEFENDER,PG,1,40.8,ROOKIE_EXT,新秀延長,4,40.0,ROOKIE_EXT_WAIT,24.3,TRADEABLE
Jericho Sims,MIL,27.0,37,15.1,3.2,4.1,0.8,0.2,0.2,0.076,0.7920792079207921,-12.6,11.32,-2.64,-0.09,1.07,26.7,0,26.7,2.46,1.61,MINIMUM_PLUS,2.67,0.21,ROLE_PLAYER,角色球員型,FINISHER,LIMITED_DEFENDER,PF/SF,2,39.2,MINIMUM,底薪,1,95.0,NONE,24.2,TRADEABLE
Harrison Barnes,SAS,33.0,52,28.0,10.6,2.9,2.1,0.6,0.2,0.07,0.5894128113879004,4.7,11.53,0.29,0.85,2.84,35.1,-5,30.1,19.0,12.42,MID_LEVEL,2.57,-16.43,THREE_AND_D,3D 球員型,FLOOR_SPACER,LIMITED_DEFENDER,SF/SG,2,47.5,MID_LEVEL,中產,2,65.0,NONE,24.1,TRADEABLE
De'Andre Hunter,SAC,28.0,45,26.1,13.7,4.1,2.0,0.7,0.1,0.077,0.547649504317237,-0.9,12.21,-1.54,0.14,2.43,33.2,0,33.2,23.3,15.23,NEAR_MAX,3.8,-19.5,ROLE_PLAYER,角色球員型,FINISHER,LIMITED_DEFENDER,SF/SG,2,42.0,HIGH_VALUE,高薪,3,40.0,NONE,23.8,TRADEABLE
Tristan da Silva,ORL,24.0,47,22.3,8.6,3.2,1.2,0.9,0.3,0.078,0.5407444668008048,-1.7,10.44,-2.47,-0.13,1.85,22.8,3,25.8,3.81,2.49,MINIMUM_PLUS,2.58,-1.23,THREE_AND_D,3D 球員型,FLOOR_SPACER,LIMITED_DEFENDER,SF/SG,2,44.9,ROOKIE_SCALE,新秀合約,1,95.0,NONE,23.8,TRADEABLE
Svi Mykhailiuk,UTA,28.0,44,23.9,8.9,2.5,1.9,0.5,0.1,0.068,0.6126101321585903,-3.6,10.99,-2.42,-0.11,1.96,26.8,0,26.8,3.68,2.41,MINIMUM_PLUS,2.68,-1.0,THREE_AND_D,3D 球員型,FLOOR_SPACER,LIMITED_DEFENDER,SF/SG,2,42.0,ROLE_PLAYER,角色球員,2,85.0,NONE,23.5,TRADEABLE
Josh Green,CHA,25.0,30,16.0,4.7,2.0,1.0,0.6,0.1,0.065,0.649171270718232,11.7,8.81,2.1,0.5,0.72,24.8,0,24.8,13.67,8.93,MID_LEVEL,2.48,-11.19,THREE_AND_D,3D 球員型,FLOOR_SPACER,SOLID_DEFENDER,PG/SG,2,52.6,MID_LEVEL,中產,2,65.0,NONE,23.4,TRADEABLE
Terance Mann,BKN,29.0,45,25.3,7.6,3.3,3.5,0.8,0.2,0.069,0.5575117370892019,-6.0,12.72,-3.27,-0.37,2.45,29.4,-2,27.4,15.5,10.13,MID_LEVEL,2.74,-12.76,ROLE_PLAYER,角色球員型,FINISHER,LIMITED_DEFENDER,PG/SG,2,47.5,MID_LEVEL,中產,2,65.0,NONE,22.9,TRADEABLE
Nikola Jović,MIA,22.0,43,17.9,7.7,3.5,2.3,0.6,0.4,0.076,0.4805292061907139,0.6,9.91,-3.08,-0.21,1.29,18.8,5,23.8,4.45,2.91,MINIMUM_PLUS,2.38,-2.07,ROLE_PLAYER,角色球員型,FINISHER,LIMITED_DEFENDER,PF/SF,2,47.5,ROOKIE_SCALE,新秀合約,1,95.0,NONE,22.8,TRADEABLE
Khris Middleton,DAL,34.0,35,24.2,10.4,4.0,3.2,0.7,0.3,0.077,0.5378568473314026,-8.5,13.19,-3.93,-0.42,1.89,29.6,-5,24.6,33.93,22.18,MAX,2.09,-31.84,ROLE_PLAYER,角色球員型,FINISHER,LIMITED_DEFENDER,SF/SG,2,52.4,HIGH_VALUE,高薪,3,40.0,NONE,22.7,TRADEABLE
Dennis Schröder,CLE,32.0,43,26.0,12.4,3.0,5.2,0.9,0.1,0.099,0.5206583809203897,-9.4,14.0,-3.95,-0.55,2.65,41.1,-2,39.1,14.1,9.22,MID_LEVEL,5.01,-9.09,PLAYMAKER,組織者型,SECONDARY_PLAYMAKER,LIMITED_DEFENDER,PG,1,27.0,MID_LEVEL,中產,2,65.0,NONE,22.5,TRADEABLE
Dean Wade,CLE,29.0,43,22.8,5.8,4.1,1.6,0.8,0.4,0.073,0.57403008709422,5.9,11.03,0.34,0.58,1.83,29.0,-2,27.0,6.62,4.33,ROLE_PLAYER,2.7,-3.92,STRETCH_BIG,空間型大個子,FINISHER,LIMITED_DEFENDER,PF/SF,2,43.0,ROLE_PLAYER,角色球員,2,75.0,NONE,22.3,TRADEABLE
Marcus Smart,LAL,31.0,43,28.5,9.9,3.0,2.8,1.3,0.3,0.06,0.5617339990921472,3.0,12.38,0.52,0.78,2.57,32.9,-2,30.9,5.13,3.35,ROLE_PLAYER,3.06,-2.07,ROLE_PLAYER,角色球員型,FINISHER,LIMITED_DEFENDER,PG,1,34.4,ROLE_PLAYER,角色球員,2,75.0,NONE,22.2,TRADEABLE
Jarred Vanderbilt,LAL,26.0,43,19.4,5.0,5.0,1.3,1.0,0.4,0.081,0.5506607929515418,2.2,11.84,-0.95,0.22,1.67,28.4,0,28.4,11.57,7.56,MID_LEVEL,2.84,-8.73,ROLE_PLAYER,角色球員型,FINISHER,LIMITED_DEFENDER,SF/SG,2,41.3,MID_LEVEL,中產,2,65.0,NONE,21.6,TRADEABLE
Sion James,CHA,23.0,54,24.0,5.7,3.4,1.9,0.6,0.3,0.057,0.5463957055214724,-0.3,9.75,-2.6,-0.2,2.14,17.8,3,20.8,2.3,1.5,MINIMUM_PLUS,2.08,-0.22,THREE_AND_D,3D 球員型,FLOOR_SPACER,LIMITED_DEFENDER,PG/SG,2,42.6,ROOKIE_SCALE,新秀合約,1,95.0,NONE,21.4,TRADEABLE
Johnny Furphy,IND,21.0,35,18.4,5.1,4.4,1.2,0.6,0.2,0.066,0.5379746835443038,-4.6,10.44,-4.28,-0.37,1.14,14.9,5,19.9,1.96,1.28,MINIMUM,1.99,0.03,ROLE_PLAYER,角色球員型,FINISHER,LIMITED_DEFENDER,SF/SG,2,41.4,ROOKIE_SCALE,新秀合約,2,85.0,NONE,21.1,TRADEABLE
Corey Kispert,ATL,26.0,34,20.3,9.8,2.4,1.7,0.4,0.1,0.085,0.6131131131131131,-9.8,10.78,-4.35,-0.41,1.26,27.8,0,27.8,13.98,9.14,MID_LEVEL,2.78,-11.2,ROLE_PLAYER,角色球員型,FLOOR_SPACER,LIMITED_DEFENDER,PG/SG,2,41.1,MID_LEVEL,中產,2,65.0,NONE,20.9,TRADEABLE
Kasparas Jakučionis,MIA,19.0,28,16.7,5.4,2.4,2.4,0.7,0.1,0.062,0.5803955288048152,-1.0,9.74,-2.4,-0.05,0.77,17.7,5,22.7,3.66,2.39,MINIMUM_PLUS,2.27,-1.39,THREE_AND_D,3D 球員型,FLOOR_SPACER,LIMITED_DEFENDER,PG/SG,2,41.9,ROOKIE_SCALE,新秀合約,4,60.0,NONE,20.8,TRADEABLE
Malik Monk,SAC,28.0,43,22.2,12.4,2.0,2.6,0.7,0.4,0.093,0.5715339233038349,-3.9,11.93,-1.98,0.0,1.93,37.1,0,37.1,18.8,12.29,MID_LEVEL,4.78,-14.02,ROLE_PLAYER,角色球員型,FLOOR_SPACER,LIMITED_DEFENDER,PG,1,26.4,MID_LEVEL,中產,2,65.0,NONE,20.7,TRADEABLE
Walter Clayton Jr.,MEM,22.0,47,18.3,6.9,2.0,3.3,0.6,0.3,0.074,0.5294659300184162,-7.3,10.37,-4.79,-0.61,1.51,18.0,5,23.0,3.99,2.61,MINIMUM_PLUS,2.3,-1.69,ROLE_PLAYER,角色球員型,FINISHER,LIMITED_DEFENDER,PG/SG,2,41.4,ROOKIE_SCALE,新秀合約,1,95.0,NONE,20.5,TRADEABLE
Mouhamed Gueye,ATL,23.0,52,16.4,4.9,3.7,1.0,0.8,0.5,0.07,0.5168776371308017,0.7,9.93,-2.58,-0.13,1.43,16.9,3,19.9,2.22,1.45,MINIMUM_PLUS,1.99,-0.23,ROLE_PLAYER,角色球員型,FINISHER,LIMITED_DEFENDER,C/PF,2,41.2,ROOKIE_SCALE,新秀合約,1,95.0,NONE,20.5,TRADEABLE
Isaac Okoro,CHI,25.0,46,26.0,8.9,2.7,1.5,0.7,0.5,0.049,0.5743417656169334,-5.7,11.18,-2.97,-0.29,2.26,22.3,0,22.3,11.0,7.19,MID_LEVEL,2.23,-8.77,ROLE_PLAYER,角色球員型,FINISHER,LIMITED_DEFENDER,PG/SG,2,46.8,MID_LEVEL,中產,2,65.0,NONE,20.2,TRADEABLE
Kevin Love,UTA,37.0,28,17.3,7.0,5.8,1.8,0.3,0.3,0.093,0.5670771224886585,-11.0,11.71,-5.2,-0.39,0.96,29.7,-5,24.7,4.15,2.71,MINIMUM_PLUS,1.73,-2.42,STRETCH_BIG,空間型大個子,FLOOR_SPACER,LIMITED_DEFENDER,PF/SF,2,39.8,ROLE_PLAYER,角色球員,2,85.0,NONE,20.0,TRADEABLE
