PLAYER_NAME,TEAM_ABBREVIATION,AGE,GP,MIN,PTS,REB,AST,STL,BLK,PIE,TS_PCT,NET_RATING,PER_APPROX,BPM_APPROX,VORP_APPROX,WIN_SHARES_APPROX,VALUE_SCORE,AGE_ADJ,VALUE_SCORE_ADJ,SALARY_M,CAP_PCT,SALARY_TIER,MARKET_VALUE_M,SURPLUS_VALUE_M,PLAY_STYLE,PLAY_STYLE_CN,OFFENSIVE_ROLE,DEFENSIVE_ROLE,POSITIONS,POSITION_FLEX,FIT_VERSATILITY_SCORE,CONTRACT_TYPE,CONTRACT_TYPE_CN,YEARS_REMAINING,CONTRACT_FLEXIBILITY,TRADE_RESTRICTIONS,TRADE_VALUE,TRADE_VALUE_TIER
P.J. Washington,DAL,27.0,38,30.6,14.0,7.1,1.9,1.0,1.3,0.095,0.5220763723150358,-7.7,16.99,-1.22,0.23,3.35,49.9,0,49.9,14.15,9.25,MID_LEVEL,7.97,-6.18,ROLE_PLAYER,角色球員型,FINISHER,VERSATILE_DEFENDER,SF/SG,2,74.2,MID_LEVEL,中產,2,65.0,NONE,46.0,QUALITY_STARTER
Saddiq Bey,NOP,26.0,48,30.4,16.6,5.8,2.4,0.9,0.0,0.114,0.5739972337482712,-3.9,15.75,-0.89,0.41,3.89,58.5,0,58.5,6.12,4.0,ROLE_PLAYER,13.1,6.98,ROLE_PLAYER,角色球員型,FINISHER,LIMITED_DEFENDER,SF/SG,2,39.2,ROLE_PLAYER,角色球員,2,75.0,NONE,45.9,QUALITY_STARTER
Jalen Brunson,NYK,29.0,49,34.7,27.4,3.3,6.1,0.7,0.1,0.137,0.5855701829372542,6.6,20.85,4.39,2.76,6.0,80.6,-2,78.6,34.94,22.84,MAX,28.6,-6.34,VERSATILE_SCORER,多元得分手型,PRIMARY_SCORER,LIMITED_DEFENDER,PG,1,27.0,HIGH_VALUE,高薪,3,40.0,NONE,45.1,QUALITY_STARTER
Goga Bitadze,ORL,26.0,42,16.0,5.9,5.0,1.2,0.7,1.2,0.122,0.7146317829457365,1.3,14.94,2.92,0.84,1.7,59.2,0,59.2,8.33,5.44,ROLE_PLAYER,13.52,5.19,ROLE_PLAYER,角色球員型,FINISHER,LIMITED_DEFENDER,C/PF,2,43.3,ROLE_PLAYER,角色球員,2,75.0,NONE,45.1,QUALITY_STARTER
Justin Champagnie,WAS,24.0,49,19.2,7.7,5.7,1.1,0.8,0.6,0.104,0.586890243902439,-10.1,13.45,-3.42,-0.34,2.14,42.6,3,45.6,2.35,1.54,MINIMUM_PLUS,6.9,4.55,ROLE_PLAYER,角色球員型,FINISHER,LIMITED_DEFENDER,PG/SG,2,44.0,ROOKIE_SCALE,新秀合約,1,95.0,NONE,45.0,QUALITY_STARTER
Jordan Goodwin,PHX,27.0,51,22.1,8.7,4.7,2.3,1.5,0.2,0.098,0.5086529466791394,6.5,12.72,0.69,0.77,2.43,42.3,0,42.3,2.35,1.54,MINIMUM_PLUS,6.07,3.72,ROLE_PLAYER,角色球員型,FINISHER,PERIMETER_STOPPER,PG,1,53.5,MINIMUM,底薪,1,95.0,NONE,44.9,QUALITY_STARTER
Jay Huff,IND,28.0,54,19.8,8.6,3.8,1.3,0.5,1.9,0.094,0.5903349807797913,-8.5,13.41,-1.57,0.12,2.43,41.5,0,41.5,2.35,1.54,MINIMUM_PLUS,5.88,3.53,ROLE_PLAYER,角色球員型,FINISHER,RIM_PROTECTOR,C/PF,2,55.5,MINIMUM,底薪,1,95.0,NONE,44.8,QUALITY_STARTER
Kelly Oubre Jr.,PHI,30.0,31,32.7,14.3,4.6,1.5,1.3,0.6,0.082,0.594248670212766,0.4,15.39,1.49,0.9,2.64,49.3,-2,47.3,8.38,5.48,ROLE_PLAYER,7.32,-1.06,TWO_WAY_WING,雙向側翼型,FLOOR_SPACER,VERSATILE_DEFENDER,SF/SG,2,69.6,ROLE_PLAYER,角色球員,2,75.0,NONE,44.6,QUALITY_STARTER
Brandon Williams,DAL,26.0,45,21.8,12.6,2.8,3.6,1.0,0.2,0.108,0.5545774647887324,-0.5,14.13,-0.71,0.32,2.35,48.3,0,48.3,2.27,1.48,MINIMUM_PLUS,7.57,5.3,ROLE_PLAYER,角色球員型,FINISHER,LIMITED_DEFENDER,PG,1,32.5,MINIMUM,底薪,1,95.0,NONE,44.2,QUALITY_STARTER
Miles Bridges,CHA,27.0,53,32.2,18.2,6.1,3.5,0.5,0.5,0.113,0.5657796568017905,-0.4,17.48,0.72,1.18,5.05,65.6,0,65.6,25.0,16.34,NEAR_MAX,17.36,-7.64,ROLE_PLAYER,角色球員型,FINISHER,LIMITED_DEFENDER,SF/SG,2,43.5,HIGH_VALUE,高薪,3,40.0,NONE,43.7,QUALITY_STARTER
Dylan Harper,SAS,19.0,41,21.4,10.7,3.3,3.5,0.9,0.4,0.105,0.5204280155642023,7.4,13.7,0.92,0.65,2.04,46.1,5,51.1,12.37,8.08,MID_LEVEL,8.66,-3.71,ROLE_PLAYER,角色球員型,FINISHER,SOLID_DEFENDER,PG/SG,2,63.3,ROOKIE_EXT,新秀延長,4,40.0,ROOKIE_EXT_WAIT,43.4,QUALITY_STARTER
Aaron Wiggins,OKC,27.0,39,23.8,10.7,3.5,1.8,1.0,0.6,0.091,0.5708493384549722,8.5,12.72,2.32,1.02,2.0,44.6,0,44.6,10.1,6.6,MID_LEVEL,6.65,-3.45,THREE_AND_D,3D 球員型,FLOOR_SPACER,VERSATILE_DEFENDER,PG/SG,2,73.2,MID_LEVEL,中產,2,65.0,NONE,43.4,QUALITY_STARTER
Collin Murray-Boyles,TOR,20.0,43,22.2,7.9,5.0,2.1,0.9,0.9,0.09,0.597037484885127,0.4,15.02,0.67,0.65,2.43,47.6,5,52.6,6.33,4.14,ROLE_PLAYER,9.56,3.23,ROLE_PLAYER,角色球員型,FINISHER,LIMITED_DEFENDER,SF/SG,2,49.3,ROOKIE_EXT,新秀延長,4,50.0,ROOKIE_EXT_WAIT,43.3,QUALITY_STARTER
Jake LaRavia,LAL,24.0,52,27.0,9.4,4.1,1.9,1.4,0.5,0.072,0.5714980544747081,-3.0,13.6,-0.72,0.46,3.23,37.9,3,40.9,6.0,3.92,ROLE_PLAYER,5.72,-0.28,ROLE_PLAYER,角色球員型,FINISHER,VERSATILE_DEFENDER,SF/SG,2,74.2,ROOKIE_SCALE,新秀合約,1,85.0,NONE,43.3,QUALITY_STARTER
Norman Powell,MIA,32.0,45,30.6,23.0,3.6,2.6,1.2,0.2,0.118,0.6161594513501929,2.6,17.59,3.22,1.83,4.1,72.1,-2,70.1,20.48,13.39,NEAR_MAX,19.09,-1.39,SCORING_GUARD,得分後衛型,SECONDARY_SCORER,LIMITED_DEFENDER,PG,1,32.5,HIGH_VALUE,高薪,3,40.0,NONE,43.3,QUALITY_STARTER
Quentin Grimes,PHI,25.0,48,29.9,12.7,3.8,3.6,0.9,0.4,0.092,0.5899293942772202,0.6,14.78,0.69,0.98,3.59,52.2,0,52.2,8.74,5.71,ROLE_PLAYER,9.32,0.58,ROLE_PLAYER,角色球員型,FINISHER,LIMITED_DEFENDER,PG/SG,2,55.9,ROLE_PLAYER,角色球員,2,75.0,NONE,43.2,QUALITY_STARTER
Jalen Smith,CHI,25.0,43,20.2,10.2,6.9,1.3,0.4,0.8,0.115,0.610924772400575,4.8,15.13,1.89,0.86,2.23,58.3,0,58.3,9.0,5.88,ROLE_PLAYER,12.98,3.98,ROLE_PLAYER,角色球員型,FLOOR_SPACER,LIMITED_DEFENDER,SF/SG,2,41.1,ROLE_PLAYER,角色球員,2,75.0,NONE,42.9,QUALITY_STARTER
Andrew Nembhard,IND,26.0,43,32.1,17.4,3.0,7.5,0.9,0.2,0.111,0.5591259640102827,-9.7,18.61,-1.79,0.07,4.35,60.1,0,60.1,18.1,11.83,MID_LEVEL,14.06,-4.04,PLAYMAKER,組織者型,PRIMARY_PLAYMAKER,LIMITED_DEFENDER,PG/SG,2,47.5,MID_LEVEL,中產,2,65.0,NONE,42.8,QUALITY_STARTER
Reed Sheppard,HOU,21.0,52,24.7,12.6,2.6,3.0,1.4,0.6,0.099,0.54858934169279,4.2,13.58,1.59,1.17,2.95,49.6,5,54.6,10.6,6.93,MID_LEVEL,10.76,0.16,TWO_WAY_WING,雙向側翼型,FLOOR_SPACER,VERSATILE_DEFENDER,PG,1,51.6,ROOKIE_EXT,新秀延長,4,40.0,ROOKIE_EXT_WAIT,42.6,QUALITY_STARTER
Immanuel Quickley,TOR,26.0,51,32.4,17.0,4.4,6.1,1.3,0.1,0.12,0.5796508456082924,3.6,18.87,2.93,2.07,5.28,74.0,0,74.0,32.5,21.24,MAX,24.0,-8.5,PLAYMAKER,組織者型,SECONDARY_PLAYMAKER,LIMITED_DEFENDER,PG,1,27.0,HIGH_VALUE,高薪,3,40.0,NONE,42.4,QUALITY_STARTER
Moses Moody,GSW,23.0,52,24.9,11.4,3.3,1.5,1.0,0.6,0.082,0.5942452043369475,3.4,12.41,1.25,1.07,2.72,42.0,3,45.0,11.57,7.56,MID_LEVEL,6.75,-4.82,THREE_AND_D,3D 球員型,FLOOR_SPACER,VERSATILE_DEFENDER,PG/SG,2,69.6,ROOKIE_EXT,新秀延長,4,40.0,ROOKIE_EXT_WAIT,41.9,QUALITY_STARTER
Josh Minott,BKN,23.0,33,15.9,5.8,3.6,1.0,0.7,0.4,0.098,0.651392632524708,5.3,11.23,1.31,0.44,1.0,39.9,3,42.9,2.38,1.56,MINIMUM_PLUS,6.22,3.84,THREE_AND_D,3D 球員型,FLOOR_SPACER,LIMITED_DEFENDER,SF/SG,2,43.0,ROOKIE_SCALE,新秀合約,1,95.0,NONE,41.6,QUALITY_STARTER
Myles Turner,MIL,29.0,49,28.5,12.9,5.7,1.6,0.7,1.7,0.089,0.5846627991298042,-2.2,15.78,1.31,1.17,3.73,53.2,-2,51.2,25.32,16.55,NEAR_MAX,8.72,-16.6,STRETCH_BIG,空間型大個子,FLOOR_SPACER,RIM_PROTECTOR,C/PF,2,62.2,HIGH_VALUE,高薪,3,40.0,NONE,41.2,QUALITY_STARTER
DeMar DeRozan,SAC,36.0,55,32.4,18.7,3.2,3.8,1.2,0.3,0.111,0.5947837150127226,-12.0,17.78,-1.86,0.06,5.37,63.4,-5,58.4,24.57,16.06,NEAR_MAX,9.13,-15.44,TWO_WAY_WING,雙向側翼型,FINISHER,LIMITED_DEFENDER,PG/SG,2,50.4,HIGH_VALUE,高薪,3,40.0,NONE,40.9,QUALITY_STARTER
Andre Drummond,PHI,32.0,39,20.0,7.0,8.7,0.9,0.5,0.9,0.115,0.5641521598968408,-3.2,15.24,-1.36,0.13,2.01,48.2,-2,46.2,5.0,3.27,ROLE_PLAYER,6.7,1.7,STRETCH_BIG,空間型大個子,FLOOR_SPACER,REBOUNDER,C/PF,2,54.0,ROLE_PLAYER,角色球員,2,75.0,NONE,40.8,QUALITY_STARTER
John Collins,LAC,28.0,50,27.8,13.9,5.1,0.9,0.8,0.8,0.098,0.6667306216423639,0.0,16.62,2.26,1.5,3.91,61.9,0,61.9,26.58,17.37,NEAR_MAX,15.14,-11.44,STRETCH_BIG,空間型大個子,FLOOR_SPACER,LIMITED_DEFENDER,PF/SF,2,42.0,HIGH_VALUE,高薪,3,40.0,NONE,40.6,QUALITY_STARTER
Jaxson Hayes,LAL,25.0,43,17.3,6.5,3.8,0.8,0.4,0.6,0.1,0.7572227399813607,-2.3,13.37,1.09,0.58,1.68,47.1,0,47.1,3.45,2.25,MINIMUM_PLUS,7.28,3.83,STRETCH_BIG,空間型大個子,FLOOR_SPACER,LIMITED_DEFENDER,C/PF,2,40.9,ROLE_PLAYER,角色球員,2,85.0,NONE,40.5,QUALITY_STARTER
Cason Wallace,OKC,22.0,51,26.7,8.3,3.1,2.2,2.1,0.3,0.072,0.5423418714061684,12.8,12.88,3.9,2.04,2.97,40.0,5,45.0,5.82,3.8,ROLE_PLAYER,6.75,0.93,ROLE_PLAYER,角色球員型,FINISHER,PERIMETER_STOPPER,PG,1,55.9,ROOKIE_SCALE,新秀合約,1,85.0,NONE,40.0,QUALITY_STARTER
Daniel Gafford,DAL,27.0,37,21.2,8.2,6.5,0.9,0.8,1.4,0.106,0.6833333333333332,-5.9,16.81,1.15,0.63,2.23,57.6,0,57.6,14.39,9.41,MID_LEVEL,12.56,-1.83,ROLE_PLAYER,角色球員型,FINISHER,LIMITED_DEFENDER,PF/SF,2,42.0,MID_LEVEL,中產,2,65.0,NONE,39.9,ROTATION
Jrue Holiday,POR,35.0,25,28.0,14.8,4.5,6.5,1.3,0.1,0.123,0.5572289156626505,4.3,18.71,2.48,0.8,2.22,66.7,-5,61.7,32.4,21.18,MAX,10.51,-21.89,PLAYMAKER,組織者型,SECONDARY_PLAYMAKER,LIMITED_DEFENDER,PG/SG,2,42.0,HIGH_VALUE,高薪,3,40.0,NONE,39.3,ROTATION
Max Christie,DAL,23.0,49,29.7,13.1,3.4,2.2,0.6,0.4,0.089,0.6216780561883067,-4.1,13.55,-0.9,0.41,3.34,47.1,3,50.1,7.71,5.04,ROLE_PLAYER,8.06,0.35,THREE_AND_D,3D 球員型,FLOOR_SPACER,LIMITED_DEFENDER,PG/SG,2,47.5,ROOKIE_EXT,新秀延長,4,50.0,ROOKIE_EXT_WAIT,39.0,ROTATION
Coby White,CHA,25.0,29,29.1,18.6,3.7,4.7,0.7,0.1,0.097,0.5837308561385891,-0.3,16.41,0.69,0.58,2.35,55.2,0,55.2,12.89,8.42,MID_LEVEL,11.12,-1.77,ROLE_PLAYER,角色球員型,SECONDARY_SCORER,LIMITED_DEFENDER,PG/SG,2,42.0,MID_LEVEL,中產,2,65.0,NONE,38.7,ROTATION
Jerami Grant,POR,31.0,38,29.0,19.0,3.5,2.4,0.7,0.6,0.098,0.6018753167764825,-1.3,14.99,0.95,0.83,2.8,55.3,-2,53.3,32.0,20.92,MAX,9.48,-22.52,ROLE_PLAYER,角色球員型,SECONDARY_SCORER,LIMITED_DEFENDER,SF/SG,2,52.4,HIGH_VALUE,高薪,3,40.0,NONE,38.6,ROTATION
Isaiah Stewart,DET,24.0,48,23.2,10.0,5.1,1.1,0.3,1.7,0.093,0.6197322756569162,2.3,15.2,2.08,1.15,2.87,53.3,3,56.3,15.0,9.8,MID_LEVEL,11.78,-3.22,ROLE_PLAYER,角色球員型,FINISHER,LIMITED_DEFENDER,SF/SG,2,39.8,ROOKIE_EXT,新秀延長,4,40.0,ROOKIE_EXT_WAIT,38.1,ROTATION
GG Jackson,MEM,21.0,32,18.4,8.6,3.6,1.2,0.7,0.6,0.091,0.5730277185501066,-0.7,11.81,-1.29,0.11,1.18,33.2,5,38.2,2.22,1.45,MINIMUM_PLUS,5.05,2.83,ROLE_PLAYER,角色球員型,FINISHER,LIMITED_DEFENDER,PF/SF,2,44.9,ROOKIE_SCALE,新秀合約,2,85.0,NONE,38.1,ROTATION
De'Anthony Melton,GSW,27.0,27,21.6,11.5,2.8,2.2,1.6,0.4,0.083,0.5200795947901592,16.9,12.31,4.51,0.96,1.22,38.1,0,38.1,3.08,2.01,MINIMUM_PLUS,5.03,1.95,ROLE_PLAYER,角色球員型,FINISHER,PERIMETER_STOPPER,PG,1,53.8,ROLE_PLAYER,角色球員,2,85.0,NONE,38.0,ROTATION
Bilal Coulibaly,WAS,21.0,32,26.9,9.7,4.6,2.5,1.4,0.9,0.067,0.5100967606226335,-10.5,13.48,-3.3,-0.28,1.97,28.3,5,33.3,7.28,4.76,ROLE_PLAYER,3.82,-3.46,ROLE_PLAYER,角色球員型,FINISHER,VERSATILE_DEFENDER,SF/SG,2,75.0,ROOKIE_EXT,新秀延長,4,50.0,ROOKIE_EXT_WAIT,37.5,ROTATION
Craig Porter Jr.,CLE,25.0,48,17.9,4.8,3.4,3.1,1.0,0.6,0.094,0.544464609800363,4.6,12.45,0.04,0.45,1.81,36.9,0,36.9,2.22,1.45,MINIMUM_PLUS,4.72,2.5,THREE_AND_D,3D 球員型,FLOOR_SPACER,VERSATILE_DEFENDER,PG,1,46.9,MINIMUM,底薪,1,95.0,NONE,37.5,ROTATION
Noah Clowney,BKN,21.0,47,28.4,13.0,4.3,1.8,0.7,0.8,0.069,0.5542291950886766,-4.7,12.39,-1.62,0.13,2.8,33.9,5,38.9,3.4,2.22,MINIMUM_PLUS,5.22,1.82,ROLE_PLAYER,角色球員型,FINISHER,LIMITED_DEFENDER,PF/SF,2,52.2,ROOKIE_SCALE,新秀合約,2,85.0,NONE,37.4,ROTATION
Jaylin Williams,OKC,23.0,39,19.2,6.2,4.9,2.5,0.6,0.6,0.098,0.5330123796423659,13.9,11.7,2.37,0.83,1.48,40.4,3,43.4,8.45,5.52,ROLE_PLAYER,6.35,-2.1,ROLE_PLAYER,角色球員型,FINISHER,SOLID_DEFENDER,PF/SF,2,56.0,ROOKIE_EXT,新秀延長,4,50.0,ROOKIE_EXT_WAIT,37.1,ROTATION
Kyle Anderson,MEM,32.0,22,20.6,7.3,3.5,2.9,1.2,0.6,0.094,0.5812101910828025,-7.9,14.26,-2.33,-0.04,1.09,39.0,-2,37.0,9.22,6.03,ROLE_PLAYER,4.51,-4.71,THREE_AND_D,3D 球員型,FLOOR_SPACER,VERSATILE_DEFENDER,SF/SG,2,68.5,ROLE_PLAYER,角色球員,2,75.0,NONE,37.0,ROTATION
Royce O'Neale,PHX,32.0,54,29.5,10.3,4.9,2.9,1.2,0.3,0.082,0.5974477958236659,-1.4,14.45,0.23,0.9,3.9,47.6,-2,45.6,10.12,6.61,MID_LEVEL,6.55,-3.57,THREE_AND_D,3D 球員型,FLOOR_SPACER,LIMITED_DEFENDER,PG/SG,2,53.8,MID_LEVEL,中產,2,65.0,NONE,36.9,ROTATION
Bobby Portis,MIL,31.0,49,24.4,13.3,6.6,1.6,0.5,0.2,0.122,0.5784620737647878,-8.1,15.21,-2.9,-0.27,3.08,54.6,-2,52.6,13.58,8.88,MID_LEVEL,9.08,-4.5,STRETCH_BIG,空間型大個子,FLOOR_SPACER,LIMITED_DEFENDER,PF/SF,2,43.5,MID_LEVEL,中產,2,65.0,NONE,36.9,ROTATION
Ja Morant,MEM,26.0,20,28.4,19.5,3.3,8.1,1.0,0.3,0.128,0.5215019255455712,-4.4,18.85,-0.13,0.27,1.81,60.4,0,60.4,39.45,25.78,MAX,14.24,-25.21,FLOOR_GENERAL,地板指揮官型,PRIMARY_PLAYMAKER,LIMITED_DEFENDER,PG,1,36.3,NEAR_MAX,準頂薪,3,15.0,DIFFICULT_TO_MATCH,36.8,ROTATION
Steven Adams,HOU,32.0,32,22.8,5.8,8.6,1.5,0.7,0.6,0.1,0.537037037037037,11.8,15.06,2.4,0.82,1.86,47.7,-2,45.7,14.13,9.24,MID_LEVEL,6.58,-7.55,ROLE_PLAYER,角色球員型,FINISHER,REBOUNDER,C/PF,2,55.0,MID_LEVEL,中產,2,65.0,NONE,36.5,ROTATION
Jordan Walsh,BOS,21.0,47,18.2,5.4,4.3,0.8,0.8,0.4,0.08,0.6141947224749773,5.8,11.34,0.89,0.63,1.64,33.0,5,38.0,2.22,1.45,MINIMUM_PLUS,5.0,2.78,THREE_AND_D,3D 球員型,FLOOR_SPACER,LIMITED_DEFENDER,PG/SG,2,40.9,ROOKIE_SCALE,新秀合約,2,85.0,NONE,36.5,ROTATION
Bennedict Mathurin,LAC,23.0,29,31.6,17.4,5.4,2.3,0.7,0.1,0.096,0.5783036426482318,-9.8,14.84,-2.71,-0.17,2.3,47.2,3,50.2,9.19,6.01,ROLE_PLAYER,8.12,-1.07,ROLE_PLAYER,角色球員型,FLOOR_SPACER,LIMITED_DEFENDER,PG/SG,2,42.0,ROOKIE_EXT,新秀延長,4,50.0,ROOKIE_EXT_WAIT,36.2,ROTATION
Grayson Allen,PHX,30.0,35,30.3,17.0,3.0,4.0,1.4,0.3,0.103,0.5752571737953438,2.3,15.34,2.1,1.1,2.76,58.5,-2,56.5,16.88,11.03,MID_LEVEL,11.9,-4.98,TWO_WAY_WING,雙向側翼型,SECONDARY_PLAYMAKER,LIMITED_DEFENDER,PG,1,34.4,MID_LEVEL,中產,2,65.0,NONE,35.8,ROTATION
Tim Hardaway Jr.,DEN,33.0,53,27.5,14.0,2.6,1.3,0.5,0.2,0.087,0.625,4.5,11.58,1.05,1.13,2.86,43.1,-5,38.1,2.3,1.5,MINIMUM_PLUS,4.27,1.97,THREE_AND_D,3D 球員型,FLOOR_SPACER,LIMITED_DEFENDER,PG/SG,2,43.5,MINIMUM,底薪,1,95.0,NONE,35.5,ROTATION
Egor Dëmin,BKN,19.0,45,24.9,10.7,3.1,3.3,0.8,0.3,0.085,0.573542024013722,-4.7,12.51,-2.04,-0.01,2.37,37.5,5,42.5,6.89,4.5,ROLE_PLAYER,6.12,-0.77,THREE_AND_D,3D 球員型,FLOOR_SPACER,LIMITED_DEFENDER,SF/SG,2,49.9,ROOKIE_EXT,新秀延長,4,50.0,ROOKIE_EXT_WAIT,35.1,ROTATION
Ronald Holland II,DET,20.0,49,20.7,8.1,4.3,1.4,1.4,0.4,0.088,0.5012376237623762,9.4,11.68,1.17,0.82,2.01,33.9,5,38.9,8.66,5.66,ROLE_PLAYER,5.22,-3.44,ROLE_PLAYER,角色球員型,FINISHER,SOLID_DEFENDER,SF/SG,2,59.1,ROOKIE_EXT,新秀延長,4,50.0,ROOKIE_EXT_WAIT,35.1,ROTATION
Devin Vassell,SAS,25.0,39,31.0,14.4,3.9,2.4,0.8,0.4,0.082,0.5504587155963303,8.5,13.26,2.1,1.26,2.72,44.0,0,44.0,27.0,17.65,NEAR_MAX,6.5,-20.5,ROLE_PLAYER,角色球員型,FINISHER,LIMITED_DEFENDER,PG/SG,2,56.6,HIGH_VALUE,高薪,3,40.0,NONE,35.0,ROTATION
Tobias Harris,DET,33.0,36,27.8,13.5,4.7,2.4,0.9,0.2,0.106,0.5699088145896657,7.0,14.49,1.91,0.99,2.46,54.7,-5,49.7,26.63,17.41,NEAR_MAX,6.74,-19.89,ROLE_PLAYER,角色球員型,FINISHER,LIMITED_DEFENDER,SF/SG,2,47.5,HIGH_VALUE,高薪,3,40.0,NONE,34.7,ROTATION
Isaiah Joe,OKC,26.0,45,21.0,10.2,2.5,1.4,0.6,0.2,0.089,0.64167086059386,10.2,10.72,2.67,1.12,1.72,40.8,0,40.8,12.36,8.08,MID_LEVEL,5.7,-6.66,THREE_AND_D,3D 球員型,FLOOR_SPACER,SOLID_DEFENDER,PG/SG,2,56.8,MID_LEVEL,中產,2,65.0,NONE,34.6,ROTATION
Miles McBride,NYK,25.0,35,28.0,12.9,2.6,2.8,0.9,0.2,0.086,0.5956778721832287,10.3,12.8,3.01,1.25,2.12,47.0,0,47.0,4.33,2.83,MINIMUM_PLUS,7.25,2.92,THREE_AND_D,3D 球員型,FLOOR_SPACER,LIMITED_DEFENDER,PG,1,30.6,ROLE_PLAYER,角色球員,2,85.0,NONE,34.5,ROTATION
Javonte Green,DET,32.0,52,18.5,7.1,2.7,0.7,1.3,0.3,0.09,0.6012872628726287,6.0,10.45,1.21,0.78,1.7,34.9,-2,32.9,2.3,1.5,MINIMUM_PLUS,3.54,1.24,THREE_AND_D,3D 球員型,FLOOR_SPACER,SOLID_DEFENDER,PG/SG,2,51.9,MINIMUM,底薪,1,95.0,NONE,34.2,ROTATION
Tidjane Salaün,CHA,20.0,31,16.0,6.4,4.4,0.8,0.4,0.2,0.108,0.6477732793522267,4.8,11.27,0.54,0.32,0.95,41.5,5,46.5,7.86,5.14,ROLE_PLAYER,7.12,-0.74,STRETCH_BIG,空間型大個子,FLOOR_SPACER,LIMITED_DEFENDER,PF/SF,2,40.9,ROOKIE_EXT,新秀延長,4,50.0,ROOKIE_EXT_WAIT,34.0,ROTATION
Zach LaVine,SAC,30.0,39,31.4,19.2,2.8,2.3,0.7,0.3,0.096,0.6160164271047228,-12.6,15.22,-2.74,-0.23,3.16,50.6,-2,48.6,47.5,31.05,SUPERMAX,7.65,-39.85,ROLE_PLAYER,角色球員型,SECONDARY_SCORER,LIMITED_DEFENDER,PG/SG,2,47.8,MAX,頂薪,3,5.0,HARD_TO_MATCH,33.8,ROTATION
Brice Sensabaugh,UTA,22.0,51,21.6,12.1,2.9,1.6,0.7,0.1,0.084,0.5810603150211294,-8.2,11.5,-3.64,-0.46,2.15,31.8,5,36.8,2.69,1.76,MINIMUM_PLUS,4.7,2.01,ROLE_PLAYER,角色球員型,FINISHER,LIMITED_DEFENDER,PG/SG,2,42.0,ROOKIE_SCALE,新秀合約,1,95.0,NONE,33.8,ROTATION
Danny Wolf,BKN,21.0,38,20.1,8.2,4.6,2.0,0.6,0.5,0.095,0.5114770459081835,-5.1,11.61,-3.8,-0.35,1.5,29.8,5,34.8,2.8,1.83,MINIMUM_PLUS,4.2,1.4,ROLE_PLAYER,角色球員型,FINISHER,LIMITED_DEFENDER,C/PF,2,47.5,ROOKIE_SCALE,新秀合約,2,85.0,NONE,33.4,ROTATION
Cameron Johnson,DEN,29.0,30,30.5,11.7,3.6,2.3,0.7,0.3,0.068,0.6199660873251377,11.3,13.6,3.54,1.29,2.11,45.2,-2,43.2,21.06,13.76,NEAR_MAX,6.3,-14.76,THREE_AND_D,3D 球員型,FLOOR_SPACER,LIMITED_DEFENDER,SF/SG,2,52.4,HIGH_VALUE,高薪,3,40.0,NONE,33.4,ROTATION
Kyle Kuzma,MIL,30.0,48,26.7,12.8,5.0,2.6,0.6,0.4,0.095,0.5704099821746881,-6.1,15.24,-2.15,-0.05,3.31,48.3,-2,46.3,21.81,14.25,NEAR_MAX,7.07,-14.74,ROLE_PLAYER,角色球員型,FINISHER,LIMITED_DEFENDER,SF/SG,2,47.5,HIGH_VALUE,高薪,3,40.0,NONE,33.3,ROTATION
Dillon Brooks,PHX,30.0,48,31.2,21.2,3.6,1.8,1.0,0.2,0.091,0.5500207555002075,0.3,14.51,0.44,0.93,3.68,47.9,-2,45.9,22.12,14.46,NEAR_MAX,6.97,-15.15,TWO_WAY_WING,雙向側翼型,SECONDARY_SCORER,LIMITED_DEFENDER,SF/SG,2,47.5,HIGH_VALUE,高薪,3,40.0,NONE,33.2,ROTATION
Kris Dunn,LAC,31.0,53,27.3,7.8,2.9,3.4,1.5,0.2,0.069,0.5796670630202141,-0.9,13.63,-0.33,0.61,3.34,38.4,-2,36.4,5.43,3.55,ROLE_PLAYER,4.37,-1.06,THREE_AND_D,3D 球員型,FLOOR_SPACER,PERIMETER_STOPPER,PG,1,53.5,ROLE_PLAYER,角色球員,2,75.0,NONE,32.9,ROTATION
Kevin Huerter,DET,27.0,47,22.6,10.4,3.7,2.5,0.8,0.6,0.089,0.5574614065180102,-1.2,13.28,-0.99,0.27,2.39,39.6,0,39.6,17.99,11.76,MID_LEVEL,5.4,-12.59,ROLE_PLAYER,角色球員型,FINISHER,LIMITED_DEFENDER,PG/SG,2,55.2,MID_LEVEL,中產,2,65.0,NONE,32.6,ROTATION
Yves Missi,NOP,21.0,47,19.3,5.6,5.6,1.2,0.3,1.4,0.084,0.547302580140735,0.6,13.2,-0.86,0.26,2.03,33.2,5,38.2,3.35,2.19,MINIMUM_PLUS,5.05,1.7,ROLE_PLAYER,角色球員型,FINISHER,LIMITED_DEFENDER,C/PF,2,39.8,ROOKIE_SCALE,新秀合約,2,85.0,NONE,32.5,ROTATION
Kenrich Williams,OKC,31.0,34,15.8,6.7,3.3,1.6,0.6,0.1,0.102,0.6095342066957788,8.3,11.11,1.0,0.41,1.01,39.0,-2,37.0,7.16,4.68,ROLE_PLAYER,4.51,-2.65,THREE_AND_D,3D 球員型,FLOOR_SPACER,SOLID_DEFENDER,SF/SG,2,54.0,ROLE_PLAYER,角色球員,2,75.0,NONE,32.5,ROTATION
